budget,original_language,popularity,runtime,revenue,Comedy,Drama,Family,Romance,Thriller,Action,Animation,Adventure,Horror,Documentary,Music,Crime,ScienceFiction,Mystery,Foreign,Fantasy,War,Western,History,TVMovie,ParamountPictures,UnitedArtists,Metro-Goldwyn-Mayer(MGM),WaltDisneyPictures,other_countries,TwentiethCenturyFoxFilmCorporation,Canal+,NewLineCinema,UniversalPictures,StudioCanal,WarnerBros.,ColumbiaPicturesCorporation,TriStarPictures,ColumbiaPictures,TouchstonePictures,RegencyEnterprises,MiramaxFilms,VillageRoadshowPictures,RelativityMedia,US,IN,CA,GB,DE,FR,JP,IT,CN,HK,RU,ES,AU,English,other_spoken_languages,duringcreditsstinger,womandirector,murder,independentfilm,basedonnovel,J.K.Simmons,SamuelL.Jackson,MorganFreeman,BruceWillis,LiamNeeson,other,SusanSarandon,RobertDeNiro
4520000,en,3.372304,101.0,7175592,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
6000000,it,7.217205,111.0,5809330,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
11000000,en,12.293202,109.0,161789,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
40000000,en,13.256679,111.0,240978,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
50000000,en,17.126768,114.0,159773545,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,7.601439,101.0,1929168,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
15000000,en,3.550711,94.0,9902115,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
73000000,en,11.604533,98.0,103891409,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14000000,en,8.307210000000001,98.0,154864401,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
50000000,en,9.930325999999999,130.0,38955598,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
19000000,en,10.187278,93.0,40846082,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
30000000,en,11.589835,112.0,210819611,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
18000000,en,6.303383999999999,122.0,11500000,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,10.107677,95.0,3537961,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,
891000,en,0.17924600000000002,89.0,229000,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
43000000,en,10.536255,136.0,80049764,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
55000000,en,15.178338,134.0,127600435,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
662141,en,1.2334459999999998,98.0,1606624,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
400000,en,0.218588,97.0,43719,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,fr,4.071187,122.0,460226,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
85000000,en,14.048694,93.0,252712101,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
45000000,en,13.530029999999998,105.0,73762516,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,4.494016,102.0,540152,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0
0,en,2.738,105.0,28400000,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
1800000,en,6.694959,104.0,41158757,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,0.26912600000000003,116.0,170832,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
260000000,en,39.186819,149.0,604942143,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
15000000,en,9.895652,107.0,34533783,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
3000000,ru,1.412333,73.0,19010585,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
30000000,ja,7.554848,84.0,133949270,,,1.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
7000000,en,11.789813,119.0,200182160,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
30000000,en,4.655727,101.0,13273595,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
0,en,4.1132599999999995,93.0,1697294,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
25000000,en,6.851628,92.0,4152230,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,ja,8.271179,129.0,30231200,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
17000000,en,5.772293,101.0,78247647,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
4600000,hi,4.342418,186.0,25000000,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
4500000,en,7.522655,86.0,1261000,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
110000000,en,17.159576,119.0,333011068,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
61000000,en,41.225769,132.0,311256926,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
1000000,en,7.666558,129.0,34522221,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,4.13905,144.0,3692836,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
20000000,en,17.136672,104.0,35739755,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
15000000,en,15.388875,100.0,78054825,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
500000,en,0.321515,95.0,10300,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
7000000,en,7.738924000000001,106.0,2697930,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1400000,en,12.063080000000001,138.0,63463,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,cn,9.206356,107.0,21890845,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
5000000,en,1.5647739999999999,100.0,4710749,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
20000000,en,9.502332000000001,98.0,11341016,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,ko,1.322781,107.0,1261947,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
22000000,en,13.966833,121.0,12000000,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
18000000,hi,4.19356,141.0,62000000,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12500000,en,9.543004,100.0,49002684,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
0,en,1.7739630000000002,86.0,83398,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
20000000,en,1.057387,93.0,8178569,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
4000000,en,12.410427,136.0,13275000,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14000000,fr,5.355452,126.0,35856053,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
360000,en,1.345165,113.0,36000000,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
25000000,en,10.932786,94.0,15502112,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
48000000,en,8.781588000000001,93.0,90383208,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
16400000,en,19.905716,129.0,235860116,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
18000000,en,11.720358000000001,127.0,5887457,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,8.513889,104.0,596349,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
700000,en,9.47666,171.0,7830611,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,
2000000,es,8.367858,89.0,58510,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
20000000,en,11.11946,116.0,24145613,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
15000000,en,12.860385,101.0,24769466,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
10000000,en,7.676017,100.0,66821036,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
185000000,en,123.167259,152.0,1004558444,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,
28000000,en,5.715737,90.0,77516304,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
20000000,en,9.059459,94.0,7237794,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,
1900000,pt,1.075939,104.0,2070806,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
25000000,en,8.383246,120.0,24902723,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
8500000,en,10.990614,107.0,770706,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,
60000,en,14.838385999999998,81.0,248000000,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
180000,fa,7.523517,89.0,900000,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
16000000,en,3.859495,127.0,81452156,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
11000000,en,7.715908,81.0,13276953,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
0,en,0.000308,105.0,1878561,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2153912,ru,0.334881,83.0,4864560,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
60000000,en,11.131917,124.0,159330280,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,
3000000,en,6.09018,133.0,9012000,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,1.437622,79.0,1718328,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
41000000,en,12.929653,105.0,91636986,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,
0,fr,0.326486,98.0,457163,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
0,en,10.001517,108.0,5240,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
7000000,en,12.61469,98.0,60611975,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
20000000,en,0.69162,98.0,2297493,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
5000000,en,5.147819,89.0,42000000,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
521873,hi,1.6687939999999999,127.0,1013926,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
34000000,en,228.032744,113.0,224511319,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,fr,6.5864009999999995,115.0,5000000,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,5.8603190000000005,132.0,21621000,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,
50000000,en,10.563152,124.0,120081841,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
20000000,en,18.006895999999998,105.0,117760134,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,9.968395,135.0,7286388,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,
0,fr,1.7846819999999999,77.0,7424,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
0,en,2.0833180000000002,86.0,64227,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3837625,en,0.7496649999999999,103.0,3867000,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
42000000,en,10.174298,100.0,89162162,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
0,en,1.2106270000000001,108.0,7218340,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,10.847383,141.0,5800000,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,
20000000,en,4.444724,101.0,17432163,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
120000000,en,5.458387,121.0,48668907,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
45000000,en,9.875573,95.0,56070433,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
15000000,en,7.390012,130.0,42724017,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
1000000,en,6.107378,87.0,9318,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
50000000,en,6.572049000000001,99.0,8342132,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,11.485472999999999,115.0,101191884,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
5000000,en,1.629796,80.0,2091037,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
152000000,en,146.161786,140.0,369907963,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
0,es,5.435993,96.0,5101756,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
120000000,en,10.246549,102.0,242688965,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,
3347850,it,2.906503,108.0,1248748,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
4437508,hi,3.7790769999999996,155.0,2804874,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
0,en,5.773276999999999,117.0,85313124,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
94000000,en,5.310558,116.0,54744738,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
40000000,en,9.832342,93.0,51070807,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
120000000,en,17.246484,100.0,167977596,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
0,en,9.590695,128.0,27634716,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
45000000,en,7.2880460000000005,95.0,124914842,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14000000,en,6.892056,91.0,39673161,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
8000000,en,11.23915,92.0,10848783,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,
10000000,en,6.452069,102.0,3665069,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
5200000,hi,1.8911380000000002,163.0,13000000,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
